alpha,beta,lr,margin,val_loss,val_bce,val_rank
1.0,1.5,0.0002,0.15,0.7967566375074715,0.6256911692948177,0.11414224674321433
1.0,1.5,0.0001,0.15,0.8138691410707788,0.6424624545364087,0.1142103298151488
1.0,1.5,7e-05,0.15,0.8184064416593062,0.648598762079217,0.11287939477610885
1.0,1.5,0.0002,0.2,0.8503240376596707,0.6188705721120725,0.15413190257662182
1.0,1.5,0.0001,0.2,0.8646523783490119,0.6380710467068171,0.15071009801242868
1.0,2.0,0.0002,0.15,0.866175238656815,0.6345236872347836,0.11603724748678779
1.0,1.5,7e-05,0.2,0.8706459706770506,0.6449722784689103,0.15019543064189686
1.0,2.0,0.0001,0.15,0.8776520983926182,0.6495899806990935,0.11400544831671183
1.0,2.0,7e-05,0.15,0.8841014913215491,0.655235747496287,0.11443304156004946
1.0,1.5,0.0002,0.25,0.8985568938127423,0.6151359891982827,0.18878553784642813
1.0,1.5,0.0001,0.25,0.9142833171676402,0.6326558510005702,0.18734000142771162
1.0,1.5,7e-05,0.25,0.9215693460113701,0.6421998115791672,0.18562554756321376
1.0,2.0,0.0002,0.2,0.9338842936402536,0.6292477012594084,0.15238595008208636
1.0,2.0,0.0001,0.2,0.9448757651208461,0.6438794597355342,0.15030172897652722
1.0,2.0,7e-05,0.2,0.9523442504049717,0.6493443469891603,0.15088355405239315
1.0,3.0,0.0002,0.15,0.9885204635360688,0.644824746468058,0.11452562461061515
1.0,3.0,0.0001,0.15,0.994330953135801,0.6538817067255919,0.11336904791758279
1.0,2.0,0.0002,0.25,1.0011147913804912,0.6211854934235642,0.18967275536373368
1.0,3.0,7e-05,0.15,1.0039512014937126,0.6620660878689353,0.11369127703865078
1.0,2.0,0.0001,0.25,1.0132704326932915,0.6378271652820924,0.18737873721112477
1.0,2.0,7e-05,0.25,1.0214459466751509,0.6485977321292249,0.1859325792350186
1.0,3.0,0.0002,0.2,1.0960413907222821,0.638023803060539,0.1525497572609591
1.0,4.0,0.0002,0.15,1.1094619241254082,0.6494666066206278,0.1154345760905327
1.0,3.0,0.0001,0.2,1.1100442573941987,0.6507561643004874,0.15290832617033467
1.0,3.0,7e-05,0.2,1.1149494287154684,0.6578048899255949,0.15223457690872
1.0,4.0,0.0001,0.15,1.115785609259916,0.6596752279562969,0.11360427574304686
1.0,4.0,7e-05,0.15,1.117110270649994,0.6645373147109459,0.11286228297986299
1.0,3.0,0.0002,0.25,1.1976679855836305,0.6311994407368803,0.1883593044350797
1.0,3.0,0.0001,0.25,1.2098085099253162,0.6471882720559949,0.18747522895237623
1.0,5.0,0.0002,0.15,1.2251262888597803,0.6514328055911593,0.11491744118905817
1.0,3.0,7e-05,0.25,1.2264596940913877,0.6559163836683807,0.18969563937782472
1.0,5.0,7e-05,0.15,1.2322127919544206,0.6651392528837211,0.11345135987613204
1.0,5.0,0.0001,0.15,1.2366931365367553,0.6635780320770439,0.11420207384378808
1.0,4.0,0.0002,0.2,1.2505360430684582,0.6438256225823442,0.15194113371678072
1.0,4.0,0.0001,0.2,1.2603315384451914,0.6563223739693448,0.15112150455670678
1.0,4.0,7e-05,0.2,1.2684619029362996,0.6588099445876491,0.15221734210893711
1.0,6.0,0.0002,0.15,1.3456452349593355,0.65646627351242,0.1149437042483214
1.0,6.0,0.0001,0.15,1.3583073588623398,0.6653197464815045,0.11501764432974945
1.0,6.0,7e-05,0.15,1.3595405483611243,0.6658104404635813,0.11561902418405498
1.0,4.0,0.0002,0.25,1.3936502339739452,0.6379448230239166,0.1889846082897059
1.0,4.0,0.0001,0.25,1.3990163309820767,0.6501618735634961,0.18692260075503261
1.0,4.0,7e-05,0.25,1.4164486516024417,0.6549829306273625,0.1897218391280004
1.0,5.0,0.0002,0.2,1.417599942949083,0.6506391813928597,0.15335929268041767
1.0,5.0,0.0001,0.2,1.420322119504556,0.6595865097539179,0.15210575387491218
1.0,5.0,7e-05,0.2,1.4274601045696216,0.6604942567503772,0.15335579071509853
1.0,6.0,0.0002,0.2,1.5601841567576618,0.6516060404393865,0.1514141507353754
1.0,6.0,7e-05,0.2,1.5620286661089609,0.6621641037107884,0.14938278283620773
1.0,6.0,0.0001,0.2,1.5662161924829885,0.6629493222839531,0.1501536962291161
1.0,5.0,0.0001,0.25,1.597899048264456,0.6539572303779281,0.18860073047006537
1.0,5.0,0.0002,0.25,1.6001605549077877,0.6428060298678518,0.1916051097422697
1.0,5.0,7e-05,0.25,1.6094278859909468,0.6577721498478418,0.18940843716809014
1.0,6.0,0.0001,0.25,1.7841623322717075,0.6547099587104329,0.18743518053253713
1.0,6.0,0.0002,0.25,1.7843391986642303,0.643571537801589,0.18963074145956488
1.0,6.0,7e-05,0.25,1.8045828397246613,0.6581688397688884,0.1905045605557672
